season,game_date,season_type,away_team,home_team,matchup
2018-19,2018-11-23,regular,Cleveland Cavaliers,Philadelphia 76ers,CLE@PHI
2018-19,2018-11-23,regular,Houston Rockets,Detroit Pistons,HOU@DET
2018-19,2018-11-23,regular,Memphis Grizzlies,LA Clippers,MEM@LAC
2018-19,2018-11-23,regular,Miami Heat,Chicago Bulls,MIA@CHI
2018-19,2018-11-23,regular,Minnesota Timberwolves,Brooklyn Nets,MIN@BKN
2018-19,2018-11-23,regular,New Orleans Pelicans,New York Knicks,NOP@NYK
2018-19,2018-11-23,regular,Orlando Magic,Denver Nuggets,ORL@DEN
2018-19,2018-11-23,regular,Phoenix Suns,Milwaukee Bucks,PHX@MIL
2018-19,2018-11-23,regular,Portland Trail Blazers,Golden State Warriors,POR@GSW
2018-19,2018-11-23,regular,San Antonio Spurs,Indiana Pacers,SAS@IND
2018-19,2018-11-23,regular,Utah Jazz,Los Angeles Lakers,UTA@LAL
2018-19,2018-11-23,regular,Washington Wizards,Toronto Raptors,WAS@TOR
2018-19,2018-11-24,regular,Boston Celtics,Dallas Mavericks,BOS@DAL
2018-19,2018-11-24,regular,Chicago Bulls,Minnesota Timberwolves,CHI@MIN
2018-19,2018-11-24,regular,Denver Nuggets,Oklahoma City Thunder,DEN@OKC
2018-19,2018-11-24,regular,Houston Rockets,Cleveland Cavaliers,HOU@CLE
2018-19,2018-11-24,regular,New Orleans Pelicans,Washington Wizards,NOP@WAS
2018-19,2018-11-24,regular,Sacramento Kings,Golden State Warriors,SAC@GSW
2018-19,2018-11-24,regular,San Antonio Spurs,Milwaukee Bucks,SAS@MIL
2018-19,2018-11-25,regular,Charlotte Hornets,Atlanta Hawks,CHA@ATL
2018-19,2018-11-25,regular,LA Clippers,Portland Trail Blazers,LAC@POR
2018-19,2018-11-25,regular,Miami Heat,Toronto Raptors,MIA@TOR
2018-19,2018-11-25,regular,New York Knicks,Memphis Grizzlies,NYK@MEM
2018-19,2018-11-25,regular,Orlando Magic,Los Angeles Lakers,ORL@LAL
2018-19,2018-11-25,regular,Philadelphia 76ers,Brooklyn Nets,PHI@BKN
2018-19,2018-11-25,regular,Phoenix Suns,Detroit Pistons,PHX@DET
2018-19,2018-11-25,regular,Utah Jazz,Sacramento Kings,UTA@SAC
2018-19,2018-11-26,regular,Boston Celtics,New Orleans Pelicans,BOS@NOP
2018-19,2018-11-26,regular,Houston Rockets,Washington Wizards,HOU@WAS
2018-19,2018-11-26,regular,Indiana Pacers,Utah Jazz,IND@UTA
2018-19,2018-11-26,regular,Milwaukee Bucks,Charlotte Hornets,MIL@CHA
2018-19,2018-11-26,regular,Minnesota Timberwolves,Cleveland Cavaliers,MIN@CLE
2018-19,2018-11-26,regular,Orlando Magic,Golden State Warriors,ORL@GSW
2018-19,2018-11-26,regular,San Antonio Spurs,Chicago Bulls,SAS@CHI
2018-19,2018-11-27,regular,Atlanta Hawks,Miami Heat,ATL@MIA
2018-19,2018-11-27,regular,Indiana Pacers,Phoenix Suns,IND@PHX
2018-19,2018-11-27,regular,Los Angeles Lakers,Denver Nuggets,LAL@DEN
2018-19,2018-11-27,regular,New York Knicks,Detroit Pistons,NYK@DET
2018-19,2018-11-27,regular,Toronto Raptors,Memphis Grizzlies,TOR@MEM
2018-19,2018-11-28,regular,Atlanta Hawks,Charlotte Hornets,ATL@CHA
2018-19,2018-11-28,regular,Chicago Bulls,Milwaukee Bucks,CHI@MIL
2018-19,2018-11-28,regular,Cleveland Cavaliers,Oklahoma City Thunder,CLE@OKC
2018-19,2018-11-28,regular,Dallas Mavericks,Houston Rockets,DAL@HOU
2018-19,2018-11-28,regular,New York Knicks,Philadelphia 76ers,NYK@PHI
2018-19,2018-11-28,regular,Orlando Magic,Portland Trail Blazers,ORL@POR
2018-19,2018-11-28,regular,Phoenix Suns,LA Clippers,PHX@LAC
2018-19,2018-11-28,regular,San Antonio Spurs,Minnesota Timberwolves,SAS@MIN
2018-19,2018-11-28,regular,Utah Jazz,Brooklyn Nets,UTA@BKN
2018-19,2018-11-28,regular,Washington Wizards,New Orleans Pelicans,WAS@NOP
2018-19,2018-11-29,regular,Golden State Warriors,Toronto Raptors,GSW@TOR
2018-19,2018-11-29,regular,Indiana Pacers,Los Angeles Lakers,IND@LAL
2018-19,2018-11-29,regular,LA Clippers,Sacramento Kings,LAC@SAC
2018-19,2018-11-30,regular,Atlanta Hawks,Oklahoma City Thunder,ATL@OKC
2018-19,2018-11-30,regular,Chicago Bulls,Detroit Pistons,CHI@DET
2018-19,2018-11-30,regular,Cleveland Cavaliers,Boston Celtics,CLE@BOS
2018-19,2018-11-30,regular,Dallas Mavericks,Los Angeles Lakers,DAL@LAL
2018-19,2018-11-30,regular,Denver Nuggets,Portland Trail Blazers,DEN@POR
2018-19,2018-11-30,regular,Houston Rockets,San Antonio Spurs,HOU@SAS
2018-19,2018-11-30,regular,Memphis Grizzlies,Brooklyn Nets,MEM@BKN
2018-19,2018-11-30,regular,New Orleans Pelicans,Miami Heat,NOP@MIA
2018-19,2018-11-30,regular,Orlando Magic,Phoenix Suns,ORL@PHX
2018-19,2018-11-30,regular,Utah Jazz,Charlotte Hornets,UTA@CHA
2018-19,2018-11-30,regular,Washington Wizards,Philadelphia 76ers,WAS@PHI
2018-19,2018-12-01,regular,Brooklyn Nets,Washington Wizards,BKN@WAS
2018-19,2018-12-01,regular,Boston Celtics,Minnesota Timberwolves,BOS@MIN
2018-19,2018-12-01,regular,Chicago Bulls,Houston Rockets,CHI@HOU
2018-19,2018-12-01,regular,Golden State Warriors,Detroit Pistons,GSW@DET
2018-19,2018-12-01,regular,Indiana Pacers,Sacramento Kings,IND@SAC
2018-19,2018-12-01,regular,Milwaukee Bucks,New York Knicks,MIL@NYK
2018-19,2018-12-01,regular,Toronto Raptors,Cleveland Cavaliers,TOR@CLE
2018-19,2018-12-02,regular,LA Clippers,Dallas Mavericks,LAC@DAL
2018-19,2018-12-02,regular,Memphis Grizzlies,Philadelphia 76ers,MEM@PHI
2018-19,2018-12-02,regular,New Orleans Pelicans,Charlotte Hornets,NOP@CHA
2018-19,2018-12-02,regular,Phoenix Suns,Los Angeles Lakers,PHX@LAL
2018-19,2018-12-02,regular,Portland Trail Blazers,San Antonio Spurs,POR@SAS
2018-19,2018-12-02,regular,Utah Jazz,Miami Heat,UTA@MIA
2018-19,2018-12-03,regular,Cleveland Cavaliers,Brooklyn Nets,CLE@BKN
2018-19,2018-12-03,regular,Denver Nuggets,Toronto Raptors,DEN@TOR
2018-19,2018-12-03,regular,Golden State Warriors,Atlanta Hawks,GSW@ATL
2018-19,2018-12-03,regular,Houston Rockets,Minnesota Timberwolves,HOU@MIN
2018-19,2018-12-03,regular,LA Clippers,New Orleans Pelicans,LAC@NOP
2018-19,2018-12-03,regular,Oklahoma City Thunder,Detroit Pistons,OKC@DET
2018-19,2018-12-03,regular,Washington Wizards,New York Knicks,WAS@NYK
2018-19,2018-12-04,regular,Chicago Bulls,Indiana Pacers,CHI@IND
2018-19,2018-12-04,regular,Orlando Magic,Miami Heat,ORL@MIA
2018-19,2018-12-04,regular,Portland Trail Blazers,Dallas Mavericks,POR@DAL
2018-19,2018-12-04,regular,Sacramento Kings,Phoenix Suns,SAC@PHX
2018-19,2018-12-04,regular,San Antonio Spurs,Utah Jazz,SAS@UTA
2018-19,2018-12-05,regular,Charlotte Hornets,Minnesota Timberwolves,CHA@MIN
2018-19,2018-12-05,regular,Dallas Mavericks,New Orleans Pelicans,DAL@NOP
2018-19,2018-12-05,regular,Denver Nuggets,Orlando Magic,DEN@ORL
2018-19,2018-12-05,regular,Detroit Pistons,Milwaukee Bucks,DET@MIL
2018-19,2018-12-05,regular,Golden State Warriors,Cleveland Cavaliers,GSW@CLE
2018-19,2018-12-05,regular,LA Clippers,Memphis Grizzlies,LAC@MEM
2018-19,2018-12-05,regular,Oklahoma City Thunder,Brooklyn Nets,OKC@BKN
2018-19,2018-12-05,regular,Philadelphia 76ers,Toronto Raptors,PHI@TOR
2018-19,2018-12-05,regular,San Antonio Spurs,Los Angeles Lakers,SAS@LAL
2018-19,2018-12-05,regular,Washington Wizards,Atlanta Hawks,WAS@ATL
2018-19,2018-12-06,regular,Houston Rockets,Utah Jazz,HOU@UTA
2018-19,2018-12-06,regular,New York Knicks,Boston Celtics,NYK@BOS
2018-19,2018-12-06,regular,Phoenix Suns,Portland Trail Blazers,PHX@POR
2018-19,2018-12-07,regular,Denver Nuggets,Charlotte Hornets,DEN@CHA
2018-19,2018-12-07,regular,Golden State Warriors,Milwaukee Bucks,GSW@MIL
2018-19,2018-12-07,regular,Indiana Pacers,Orlando Magic,IND@ORL
2018-19,2018-12-07,regular,Los Angeles Lakers,San Antonio Spurs,LAL@SAS
2018-19,2018-12-07,regular,Memphis Grizzlies,New Orleans Pelicans,MEM@NOP
2018-19,2018-12-07,regular,Miami Heat,Phoenix Suns,MIA@PHX
2018-19,2018-12-07,regular,Oklahoma City Thunder,Chicago Bulls,OKC@CHI
2018-19,2018-12-07,regular,Philadelphia 76ers,Detroit Pistons,PHI@DET
2018-19,2018-12-07,regular,Sacramento Kings,Cleveland Cavaliers,SAC@CLE
2018-19,2018-12-07,regular,Toronto Raptors,Brooklyn Nets,TOR@BKN
2018-19,2018-12-08,regular,Brooklyn Nets,New York Knicks,BKN@NYK
2018-19,2018-12-08,regular,Boston Celtics,Chicago Bulls,BOS@CHI
2018-19,2018-12-08,regular,Denver Nuggets,Atlanta Hawks,DEN@ATL
2018-19,2018-12-08,regular,Houston Rockets,Dallas Mavericks,HOU@DAL
2018-19,2018-12-08,regular,Los Angeles Lakers,Memphis Grizzlies,LAL@MEM
2018-19,2018-12-08,regular,Miami Heat,LA Clippers,MIA@LAC
2018-19,2018-12-08,regular,Minnesota Timberwolves,Portland Trail Blazers,MIN@POR
2018-19,2018-12-08,regular,Sacramento Kings,Indiana Pacers,SAC@IND
2018-19,2018-12-08,regular,Washington Wizards,Cleveland Cavaliers,WAS@CLE
2018-19,2018-12-09,regular,Charlotte Hornets,New York Knicks,CHA@NYK
2018-19,2018-12-09,regular,Milwaukee Bucks,Toronto Raptors,MIL@TOR
2018-19,2018-12-09,regular,New Orleans Pelicans,Detroit Pistons,NOP@DET
2018-19,2018-12-09,regular,Utah Jazz,San Antonio Spurs,UTA@SAS
2018-19,2018-12-10,regular,Cleveland Cavaliers,Milwaukee Bucks,CLE@MIL
2018-19,2018-12-10,regular,Detroit Pistons,Philadelphia 76ers,DET@PHI
2018-19,2018-12-10,regular,LA Clippers,Phoenix Suns,LAC@PHX
2018-19,2018-12-10,regular,Memphis Grizzlies,Denver Nuggets,MEM@DEN
2018-19,2018-12-10,regular,Miami Heat,Los Angeles Lakers,MIA@LAL
2018-19,2018-12-10,regular,Minnesota Timberwolves,Golden State Warriors,MIN@GSW
2018-19,2018-12-10,regular,New Orleans Pelicans,Boston Celtics,NOP@BOS
2018-19,2018-12-10,regular,Orlando Magic,Dallas Mavericks,ORL@DAL
2018-19,2018-12-10,regular,Sacramento Kings,Chicago Bulls,SAC@CHI
2018-19,2018-12-10,regular,Utah Jazz,Oklahoma City Thunder,UTA@OKC
2018-19,2018-12-10,regular,Washington Wizards,Indiana Pacers,WAS@IND
2018-19,2018-12-11,regular,Phoenix Suns,San Antonio Spurs,PHX@SAS
2018-19,2018-12-11,regular,Portland Trail Blazers,Houston Rockets,POR@HOU
2018-19,2018-12-11,regular,Toronto Raptors,LA Clippers,TOR@LAC
2018-19,2018-12-12,regular,Atlanta Hawks,Dallas Mavericks,ATL@DAL
2018-19,2018-12-12,regular,Brooklyn Nets,Philadelphia 76ers,BKN@PHI
2018-19,2018-12-12,regular,Boston Celtics,Washington Wizards,BOS@WAS
2018-19,2018-12-12,regular,Detroit Pistons,Charlotte Hornets,DET@CHA
2018-19,2018-12-12,regular,Miami Heat,Utah Jazz,MIA@UTA
2018-19,2018-12-12,regular,Milwaukee Bucks,Indiana Pacers,MIL@IND
2018-19,2018-12-12,regular,Minnesota Timberwolves,Sacramento Kings,MIN@SAC
2018-19,2018-12-12,regular,New York Knicks,Cleveland Cavaliers,NYK@CLE
2018-19,2018-12-12,regular,Oklahoma City Thunder,New Orleans Pelicans,OKC@NOP
2018-19,2018-12-12,regular,Portland Trail Blazers,Memphis Grizzlies,POR@MEM
2018-19,2018-12-12,regular,Toronto Raptors,Golden State Warriors,TOR@GSW
2018-19,2018-12-13,regular,Chicago Bulls,Orlando Magic,CHI@ORL
2018-19,2018-12-13,regular,Dallas Mavericks,Phoenix Suns,DAL@PHX
2018-19,2018-12-13,regular,LA Clippers,San Antonio Spurs,LAC@SAS
2018-19,2018-12-13,regular,Los Angeles Lakers,Houston Rockets,LAL@HOU
2018-19,2018-12-14,regular,Atlanta Hawks,Boston Celtics,ATL@BOS
2018-19,2018-12-14,regular,Golden State Warriors,Sacramento Kings,GSW@SAC
2018-19,2018-12-14,regular,Indiana Pacers,Philadelphia 76ers,IND@PHI
2018-19,2018-12-14,regular,Miami Heat,Memphis Grizzlies,MIA@MEM
2018-19,2018-12-14,regular,Milwaukee Bucks,Cleveland Cavaliers,MIL@CLE
2018-19,2018-12-14,regular,New York Knicks,Charlotte Hornets,NYK@CHA
2018-19,2018-12-14,regular,Oklahoma City Thunder,Denver Nuggets,OKC@DEN
2018-19,2018-12-14,regular,Toronto Raptors,Portland Trail Blazers,TOR@POR
2018-19,2018-12-14,regular,Washington Wizards,Brooklyn Nets,WAS@BKN
2018-19,2018-12-15,regular,Boston Celtics,Detroit Pistons,BOS@DET
2018-19,2018-12-15,regular,Chicago Bulls,San Antonio Spurs,CHI@SAS
2018-19,2018-12-15,regular,Houston Rockets,Memphis Grizzlies,HOU@MEM
2018-19,2018-12-15,regular,LA Clippers,Oklahoma City Thunder,LAC@OKC
2018-19,2018-12-15,regular,Los Angeles Lakers,Charlotte Hornets,LAL@CHA
2018-19,2018-12-15,regular,Minnesota Timberwolves,Phoenix Suns,MIN@PHX
2018-19,2018-12-15,regular,Utah Jazz,Orlando Magic,UTA@ORL
2018-19,2018-12-16,regular,Atlanta Hawks,Brooklyn Nets,ATL@BKN
2018-19,2018-12-16,regular,Los Angeles Lakers,Washington Wizards,LAL@WAS
2018-19,2018-12-16,regular,Miami Heat,New Orleans Pelicans,MIA@NOP
2018-19,2018-12-16,regular,New York Knicks,Indiana Pacers,NYK@IND
2018-19,2018-12-16,regular,Philadelphia 76ers,Cleveland Cavaliers,PHI@CLE
2018-19,2018-12-16,regular,Sacramento Kings,Dallas Mavericks,SAC@DAL
2018-19,2018-12-16,regular,Toronto Raptors,Denver Nuggets,TOR@DEN
2018-19,2018-12-17,regular,Chicago Bulls,Oklahoma City Thunder,CHI@OKC
2018-19,2018-12-17,regular,Memphis Grizzlies,Golden State Warriors,MEM@GSW
2018-19,2018-12-17,regular,Milwaukee Bucks,Detroit Pistons,MIL@DET
2018-19,2018-12-17,regular,Philadelphia 76ers,San Antonio Spurs,PHI@SAS
2018-19,2018-12-17,regular,Phoenix Suns,New York Knicks,PHX@NYK
2018-19,2018-12-17,regular,Portland Trail Blazers,LA Clippers,POR@LAC
2018-19,2018-12-17,regular,Sacramento Kings,Minnesota Timberwolves,SAC@MIN
2018-19,2018-12-17,regular,Utah Jazz,Houston Rockets,UTA@HOU
2018-19,2018-12-18,regular,Cleveland Cavaliers,Indiana Pacers,CLE@IND
2018-19,2018-12-18,regular,Dallas Mavericks,Denver Nuggets,DAL@DEN
2018-19,2018-12-18,regular,Los Angeles Lakers,Brooklyn Nets,LAL@BKN
2018-19,2018-12-18,regular,Washington Wizards,Atlanta Hawks,WAS@ATL
2018-19,2018-12-19,regular,Brooklyn Nets,Chicago Bulls,BKN@CHI
2018-19,2018-12-19,regular,Cleveland Cavaliers,Charlotte Hornets,CLE@CHA
2018-19,2018-12-19,regular,Detroit Pistons,Minnesota Timberwolves,DET@MIN
2018-19,2018-12-19,regular,Golden State Warriors,Utah Jazz,GSW@UTA
2018-19,2018-12-19,regular,Indiana Pacers,Toronto Raptors,IND@TOR
2018-19,2018-12-19,regular,Memphis Grizzlies,Portland Trail Blazers,MEM@POR
2018-19,2018-12-19,regular,New Orleans Pelicans,Milwaukee Bucks,NOP@MIL
2018-19,2018-12-19,regular,New York Knicks,Philadelphia 76ers,NYK@PHI
2018-19,2018-12-19,regular,Oklahoma City Thunder,Sacramento Kings,OKC@SAC
2018-19,2018-12-19,regular,Phoenix Suns,Boston Celtics,PHX@BOS
2018-19,2018-12-19,regular,San Antonio Spurs,Orlando Magic,SAS@ORL
2018-19,2018-12-19,regular,Washington Wizards,Houston Rockets,WAS@HOU
2018-19,2018-12-20,regular,Dallas Mavericks,LA Clippers,DAL@LAC
2018-19,2018-12-20,regular,Houston Rockets,Miami Heat,HOU@MIA
2018-19,2018-12-21,regular,Atlanta Hawks,New York Knicks,ATL@NYK
2018-19,2018-12-21,regular,Cleveland Cavaliers,Toronto Raptors,CLE@TOR
2018-19,2018-12-21,regular,Detroit Pistons,Charlotte Hornets,DET@CHA
2018-19,2018-12-21,regular,Indiana Pacers,Brooklyn Nets,IND@BKN
2018-19,2018-12-21,regular,Memphis Grizzlies,Sacramento Kings,MEM@SAC
2018-19,2018-12-21,regular,Milwaukee Bucks,Boston Celtics,MIL@BOS
2018-19,2018-12-21,regular,Minnesota Timberwolves,San Antonio Spurs,MIN@SAS
2018-19,2018-12-21,regular,New Orleans Pelicans,Los Angeles Lakers,NOP@LAL
2018-19,2018-12-21,regular,Orlando Magic,Chicago Bulls,ORL@CHI
2018-19,2018-12-21,regular,Utah Jazz,Portland Trail Blazers,UTA@POR
2018-19,2018-12-22,regular,Dallas Mavericks,Golden State Warriors,DAL@GSW
2018-19,2018-12-22,regular,Denver Nuggets,LA Clippers,DEN@LAC
2018-19,2018-12-22,regular,Milwaukee Bucks,Miami Heat,MIL@MIA
2018-19,2018-12-22,regular,Oklahoma City Thunder,Utah Jazz,OKC@UTA
2018-19,2018-12-22,regular,Phoenix Suns,Washington Wizards,PHX@WAS
2018-19,2018-12-22,regular,San Antonio Spurs,Houston Rockets,SAS@HOU
2018-19,2018-12-22,regular,Toronto Raptors,Philadelphia 76ers,TOR@PHI
2018-19,2018-12-23,regular,Atlanta Hawks,Detroit Pistons,ATL@DET
2018-19,2018-12-23,regular,Charlotte Hornets,Boston Celtics,CHA@BOS
2018-19,2018-12-23,regular,Chicago Bulls,Cleveland Cavaliers,CHI@CLE
2018-19,2018-12-23,regular,Dallas Mavericks,Portland Trail Blazers,DAL@POR
2018-19,2018-12-23,regular,LA Clippers,Golden State Warriors,LAC@GSW
2018-19,2018-12-23,regular,Memphis Grizzlies,Los Angeles Lakers,MEM@LAL
2018-19,2018-12-23,regular,Miami Heat,Orlando Magic,MIA@ORL
2018-19,2018-12-23,regular,Minnesota Timberwolves,Oklahoma City Thunder,MIN@OKC
2018-19,2018-12-23,regular,New Orleans Pelicans,Sacramento Kings,NOP@SAC
2018-19,2018-12-23,regular,Phoenix Suns,Brooklyn Nets,PHX@BKN
2018-19,2018-12-23,regular,Washington Wizards,Indiana Pacers,WAS@IND
2018-19,2018-12-25,regular,Los Angeles Lakers,Golden State Warriors,LAL@GSW
2018-19,2018-12-25,regular,Milwaukee Bucks,New York Knicks,MIL@NYK
2018-19,2018-12-25,regular,Oklahoma City Thunder,Houston Rockets,OKC@HOU
2018-19,2018-12-25,regular,Philadelphia 76ers,Boston Celtics,PHI@BOS
2018-19,2018-12-25,regular,Portland Trail Blazers,Utah Jazz,POR@UTA
2018-19,2018-12-26,regular,Charlotte Hornets,Brooklyn Nets,CHA@BKN
2018-19,2018-12-26,regular,Cleveland Cavaliers,Memphis Grizzlies,CLE@MEM
2018-19,2018-12-26,regular,Denver Nuggets,San Antonio Spurs,DEN@SAS
2018-19,2018-12-26,regular,Indiana Pacers,Atlanta Hawks,IND@ATL
2018-19,2018-12-26,regular,Minnesota Timberwolves,Chicago Bulls,MIN@CHI
2018-19,2018-12-26,regular,New Orleans Pelicans,Dallas Mavericks,NOP@DAL
2018-19,2018-12-26,regular,Phoenix Suns,Orlando Magic,PHX@ORL
2018-19,2018-12-26,regular,Sacramento Kings,LA Clippers,SAC@LAC
2018-19,2018-12-26,regular,Toronto Raptors,Miami Heat,TOR@MIA
2018-19,2018-12-26,regular,Washington Wizards,Detroit Pistons,WAS@DET
2018-19,2018-12-27,regular,Boston Celtics,Houston Rockets,BOS@HOU
2018-19,2018-12-27,regular,Los Angeles Lakers,Sacramento Kings,LAL@SAC
2018-19,2018-12-27,regular,New York Knicks,Milwaukee Bucks,NYK@MIL
2018-19,2018-12-27,regular,Philadelphia 76ers,Utah Jazz,PHI@UTA
2018-19,2018-12-27,regular,Portland Trail Blazers,Golden State Warriors,POR@GSW
2018-19,2018-12-28,regular,Atlanta Hawks,Minnesota Timberwolves,ATL@MIN
2018-19,2018-12-28,regular,Brooklyn Nets,Charlotte Hornets,BKN@CHA
2018-19,2018-12-28,regular,Chicago Bulls,Washington Wizards,CHI@WAS
2018-19,2018-12-28,regular,Cleveland Cavaliers,Miami Heat,CLE@MIA
2018-19,2018-12-28,regular,Dallas Mavericks,New Orleans Pelicans,DAL@NOP
2018-19,2018-12-28,regular,Detroit Pistons,Indiana Pacers,DET@IND
2018-19,2018-12-28,regular,LA Clippers,Los Angeles Lakers,LAC@LAL
2018-19,2018-12-28,regular,Oklahoma City Thunder,Phoenix Suns,OKC@PHX
2018-19,2018-12-28,regular,San Antonio Spurs,Denver Nuggets,SAS@DEN
2018-19,2018-12-28,regular,Toronto Raptors,Orlando Magic,TOR@ORL
2018-19,2018-12-29,regular,Brooklyn Nets,Milwaukee Bucks,BKN@MIL
2018-19,2018-12-29,regular,Boston Celtics,Memphis Grizzlies,BOS@MEM
2018-19,2018-12-29,regular,Charlotte Hornets,Washington Wizards,CHA@WAS
2018-19,2018-12-29,regular,Cleveland Cavaliers,Atlanta Hawks,CLE@ATL
2018-19,2018-12-29,regular,Denver Nuggets,Phoenix Suns,DEN@PHX
2018-19,2018-12-29,regular,Golden State Warriors,Portland Trail Blazers,GSW@POR
2018-19,2018-12-29,regular,Houston Rockets,New Orleans Pelicans,HOU@NOP
2018-19,2018-12-29,regular,New York Knicks,Utah Jazz,NYK@UTA
2018-19,2018-12-29,regular,San Antonio Spurs,LA Clippers,SAS@LAC
2018-19,2018-12-30,regular,Chicago Bulls,Toronto Raptors,CHI@TOR
2018-19,2018-12-30,regular,Detroit Pistons,Orlando Magic,DET@ORL
2018-19,2018-12-30,regular,Minnesota Timberwolves,Miami Heat,MIN@MIA
2018-19,2018-12-30,regular,Oklahoma City Thunder,Dallas Mavericks,OKC@DAL
2018-19,2018-12-30,regular,Philadelphia 76ers,Portland Trail Blazers,PHI@POR
2018-19,2018-12-30,regular,Sacramento Kings,Los Angeles Lakers,SAC@LAL
2018-19,2018-12-31,regular,Atlanta Hawks,Indiana Pacers,ATL@IND
2018-19,2018-12-31,regular,Boston Celtics,San Antonio Spurs,BOS@SAS
2018-19,2018-12-31,regular,Dallas Mavericks,Oklahoma City Thunder,DAL@OKC
2018-19,2018-12-31,regular,Golden State Warriors,Phoenix Suns,GSW@PHX
2018-19,2018-12-31,regular,Memphis Grizzlies,Houston Rockets,MEM@HOU
2018-19,2018-12-31,regular,Minnesota Timberwolves,New Orleans Pelicans,MIN@NOP
2018-19,2018-12-31,regular,Orlando Magic,Charlotte Hornets,ORL@CHA
2018-19,2019-01-01,regular,Detroit Pistons,Milwaukee Bucks,DET@MIL
2018-19,2019-01-01,regular,New York Knicks,Denver Nuggets,NYK@DEN
2018-19,2019-01-01,regular,Philadelphia 76ers,LA Clippers,PHI@LAC
2018-19,2019-01-01,regular,Portland Trail Blazers,Sacramento Kings,POR@SAC
2018-19,2019-01-01,regular,Utah Jazz,Toronto Raptors,UTA@TOR
2018-19,2019-01-02,regular,Atlanta Hawks,Washington Wizards,ATL@WAS
2018-19,2019-01-02,regular,Dallas Mavericks,Charlotte Hornets,DAL@CHA
2018-19,2019-01-02,regular,Detroit Pistons,Memphis Grizzlies,DET@MEM
2018-19,2019-01-02,regular,Miami Heat,Cleveland Cavaliers,MIA@CLE
2018-19,2019-01-02,regular,Minnesota Timberwolves,Boston Celtics,MIN@BOS
2018-19,2019-01-02,regular,New Orleans Pelicans,Brooklyn Nets,NOP@BKN
2018-19,2019-01-02,regular,Oklahoma City Thunder,Los Angeles Lakers,OKC@LAL
2018-19,2019-01-02,regular,Orlando Magic,Chicago Bulls,ORL@CHI
2018-19,2019-01-02,regular,Philadelphia 76ers,Phoenix Suns,PHI@PHX
2018-19,2019-01-03,regular,Denver Nuggets,Sacramento Kings,DEN@SAC
2018-19,2019-01-03,regular,Houston Rockets,Golden State Warriors,HOU@GSW
2018-19,2019-01-03,regular,Toronto Raptors,San Antonio Spurs,TOR@SAS
2018-19,2019-01-04,regular,Atlanta Hawks,Milwaukee Bucks,ATL@MIL
2018-19,2019-01-04,regular,Brooklyn Nets,Memphis Grizzlies,BKN@MEM
2018-19,2019-01-04,regular,Dallas Mavericks,Boston Celtics,DAL@BOS
2018-19,2019-01-04,regular,Indiana Pacers,Chicago Bulls,IND@CHI
2018-19,2019-01-04,regular,LA Clippers,Phoenix Suns,LAC@PHX
2018-19,2019-01-04,regular,New York Knicks,Los Angeles Lakers,NYK@LAL
2018-19,2019-01-04,regular,Oklahoma City Thunder,Portland Trail Blazers,OKC@POR
2018-19,2019-01-04,regular,Orlando Magic,Minnesota Timberwolves,ORL@MIN
2018-19,2019-01-04,regular,Utah Jazz,Cleveland Cavaliers,UTA@CLE
2018-19,2019-01-04,regular,Washington Wizards,Miami Heat,WAS@MIA
2018-19,2019-01-05,regular,Charlotte Hornets,Denver Nuggets,CHA@DEN
2018-19,2019-01-05,regular,Dallas Mavericks,Philadelphia 76ers,DAL@PHI
2018-19,2019-01-05,regular,Golden State Warriors,Sacramento Kings,GSW@SAC
