season,game_date,season_type,away_team,home_team,matchup
2024-25,2025-02-11,regular,Memphis Grizzlies,Phoenix Suns,MEM@PHX
2024-25,2025-02-11,regular,New York Knicks,Indiana Pacers,NYK@IND
2024-25,2025-02-11,regular,Toronto Raptors,Philadelphia 76ers,TOR@PHI
2024-25,2025-02-12,regular,Atlanta Hawks,New York Knicks,ATL@NYK
2024-25,2025-02-12,regular,Charlotte Hornets,Orlando Magic,CHA@ORL
2024-25,2025-02-12,regular,Cleveland Cavaliers,Toronto Raptors,CLE@TOR
2024-25,2025-02-12,regular,Detroit Pistons,Chicago Bulls,DET@CHI
2024-25,2025-02-12,regular,Golden State Warriors,Dallas Mavericks,GSW@DAL
2024-25,2025-02-12,regular,Indiana Pacers,Washington Wizards,IND@WAS
2024-25,2025-02-12,regular,Los Angeles Lakers,Utah Jazz,LAL@UTA
2024-25,2025-02-12,regular,Memphis Grizzlies,LA Clippers,MEM@LAC
2024-25,2025-02-12,regular,Miami Heat,Oklahoma City Thunder,MIA@OKC
2024-25,2025-02-12,regular,Milwaukee Bucks,Minnesota Timberwolves,MIL@MIN
2024-25,2025-02-12,regular,Philadelphia 76ers,Brooklyn Nets,PHI@BKN
2024-25,2025-02-12,regular,Phoenix Suns,Houston Rockets,PHX@HOU
2024-25,2025-02-12,regular,Portland Trail Blazers,Denver Nuggets,POR@DEN
2024-25,2025-02-12,regular,Sacramento Kings,New Orleans Pelicans,SAC@NOP
2024-25,2025-02-12,regular,San Antonio Spurs,Boston Celtics,SAS@BOS
2024-25,2025-02-13,regular,Golden State Warriors,Houston Rockets,GSW@HOU
2024-25,2025-02-13,regular,LA Clippers,Utah Jazz,LAC@UTA
2024-25,2025-02-13,regular,Miami Heat,Dallas Mavericks,MIA@DAL
2024-25,2025-02-13,regular,Oklahoma City Thunder,Minnesota Timberwolves,OKC@MIN
2024-25,2025-02-13,regular,Sacramento Kings,New Orleans Pelicans,SAC@NOP
2024-25,2025-02-19,regular,Charlotte Hornets,Los Angeles Lakers,CHA@LAL
2024-25,2025-02-20,regular,Boston Celtics,Philadelphia 76ers,BOS@PHI
2024-25,2025-02-20,regular,Charlotte Hornets,Denver Nuggets,CHA@DEN
2024-25,2025-02-20,regular,Chicago Bulls,New York Knicks,CHI@NYK
2024-25,2025-02-20,regular,Cleveland Cavaliers,Brooklyn Nets,CLE@BKN
2024-25,2025-02-20,regular,LA Clippers,Milwaukee Bucks,LAC@MIL
2024-25,2025-02-20,regular,Los Angeles Lakers,Portland Trail Blazers,LAL@POR
2024-25,2025-02-20,regular,Memphis Grizzlies,Indiana Pacers,MEM@IND
2024-25,2025-02-20,regular,Orlando Magic,Atlanta Hawks,ORL@ATL
2024-25,2025-02-20,regular,Phoenix Suns,San Antonio Spurs,PHX@SAS
2024-25,2025-02-21,regular,Detroit Pistons,San Antonio Spurs,DET@SAS
2024-25,2025-02-21,regular,Golden State Warriors,Sacramento Kings,GSW@SAC
2024-25,2025-02-21,regular,Memphis Grizzlies,Orlando Magic,MEM@ORL
2024-25,2025-02-21,regular,Miami Heat,Toronto Raptors,MIA@TOR
2024-25,2025-02-21,regular,Milwaukee Bucks,Washington Wizards,MIL@WAS
2024-25,2025-02-21,regular,Minnesota Timberwolves,Houston Rockets,MIN@HOU
2024-25,2025-02-21,regular,New Orleans Pelicans,Dallas Mavericks,NOP@DAL
2024-25,2025-02-21,regular,New York Knicks,Cleveland Cavaliers,NYK@CLE
2024-25,2025-02-21,regular,Oklahoma City Thunder,Utah Jazz,OKC@UTA
2024-25,2025-02-22,regular,Brooklyn Nets,Philadelphia 76ers,BKN@PHI
2024-25,2025-02-22,regular,Charlotte Hornets,Portland Trail Blazers,CHA@POR
2024-25,2025-02-22,regular,Houston Rockets,Utah Jazz,HOU@UTA
2024-25,2025-02-22,regular,Los Angeles Lakers,Denver Nuggets,LAL@DEN
2024-25,2025-02-22,regular,Phoenix Suns,Chicago Bulls,PHX@CHI
2024-25,2025-02-23,regular,Dallas Mavericks,Golden State Warriors,DAL@GSW
2024-25,2025-02-23,regular,Detroit Pistons,Atlanta Hawks,DET@ATL
2024-25,2025-02-23,regular,LA Clippers,Indiana Pacers,LAC@IND
2024-25,2025-02-23,regular,Memphis Grizzlies,Cleveland Cavaliers,MEM@CLE
2024-25,2025-02-23,regular,Miami Heat,Milwaukee Bucks,MIA@MIL
2024-25,2025-02-23,regular,New York Knicks,Boston Celtics,NYK@BOS
2024-25,2025-02-23,regular,Oklahoma City Thunder,Minnesota Timberwolves,OKC@MIN
2024-25,2025-02-23,regular,Phoenix Suns,Toronto Raptors,PHX@TOR
2024-25,2025-02-23,regular,San Antonio Spurs,New Orleans Pelicans,SAS@NOP
2024-25,2025-02-23,regular,Washington Wizards,Orlando Magic,WAS@ORL
2024-25,2025-02-24,regular,Brooklyn Nets,Washington Wizards,BKN@WAS
2024-25,2025-02-24,regular,Charlotte Hornets,Sacramento Kings,CHA@SAC
2024-25,2025-02-24,regular,Chicago Bulls,Philadelphia 76ers,CHI@PHI
2024-25,2025-02-24,regular,Denver Nuggets,Indiana Pacers,DEN@IND
2024-25,2025-02-24,regular,LA Clippers,Detroit Pistons,LAC@DET
2024-25,2025-02-24,regular,Miami Heat,Atlanta Hawks,MIA@ATL
2024-25,2025-02-24,regular,Minnesota Timberwolves,Oklahoma City Thunder,MIN@OKC
2024-25,2025-02-24,regular,Portland Trail Blazers,Utah Jazz,POR@UTA
2024-25,2025-02-25,regular,Boston Celtics,Toronto Raptors,BOS@TOR
2024-25,2025-02-25,regular,Charlotte Hornets,Golden State Warriors,CHA@GSW
2024-25,2025-02-25,regular,Cleveland Cavaliers,Orlando Magic,CLE@ORL
2024-25,2025-02-25,regular,Dallas Mavericks,Los Angeles Lakers,DAL@LAL
2024-25,2025-02-25,regular,Milwaukee Bucks,Houston Rockets,MIL@HOU
2024-25,2025-02-25,regular,Phoenix Suns,Memphis Grizzlies,PHX@MEM
2024-25,2025-02-25,regular,San Antonio Spurs,New Orleans Pelicans,SAS@NOP
2024-25,2025-02-26,regular,Atlanta Hawks,Miami Heat,ATL@MIA
2024-25,2025-02-26,regular,Boston Celtics,Detroit Pistons,BOS@DET
2024-25,2025-02-26,regular,LA Clippers,Chicago Bulls,LAC@CHI
2024-25,2025-02-26,regular,Oklahoma City Thunder,Brooklyn Nets,OKC@BKN
2024-25,2025-02-26,regular,Philadelphia 76ers,New York Knicks,PHI@NYK
2024-25,2025-02-26,regular,Portland Trail Blazers,Washington Wizards,POR@WAS
2024-25,2025-02-26,regular,Sacramento Kings,Utah Jazz,SAC@UTA
2024-25,2025-02-26,regular,San Antonio Spurs,Houston Rockets,SAS@HOU
2024-25,2025-02-26,regular,Toronto Raptors,Indiana Pacers,TOR@IND
2024-25,2025-02-27,regular,Charlotte Hornets,Dallas Mavericks,CHA@DAL
2024-25,2025-02-27,regular,Denver Nuggets,Milwaukee Bucks,DEN@MIL
2024-25,2025-02-27,regular,Golden State Warriors,Orlando Magic,GSW@ORL
2024-25,2025-02-27,regular,Minnesota Timberwolves,Los Angeles Lakers,MIN@LAL
2024-25,2025-02-27,regular,New Orleans Pelicans,Phoenix Suns,NOP@PHX
2024-25,2025-02-28,regular,Cleveland Cavaliers,Boston Celtics,CLE@BOS
2024-25,2025-02-28,regular,Denver Nuggets,Detroit Pistons,DEN@DET
2024-25,2025-02-28,regular,Indiana Pacers,Miami Heat,IND@MIA
2024-25,2025-02-28,regular,LA Clippers,Los Angeles Lakers,LAC@LAL
2024-25,2025-02-28,regular,Minnesota Timberwolves,Utah Jazz,MIN@UTA
2024-25,2025-02-28,regular,New Orleans Pelicans,Phoenix Suns,NOP@PHX
2024-25,2025-02-28,regular,New York Knicks,Memphis Grizzlies,NYK@MEM
2024-25,2025-02-28,regular,Oklahoma City Thunder,Atlanta Hawks,OKC@ATL
2024-25,2025-02-28,regular,Portland Trail Blazers,Brooklyn Nets,POR@BKN
2024-25,2025-02-28,regular,Toronto Raptors,Chicago Bulls,TOR@CHI
2024-25,2025-03-01,regular,Brooklyn Nets,Detroit Pistons,BKN@DET
2024-25,2025-03-01,regular,Golden State Warriors,Philadelphia 76ers,GSW@PHI
2024-25,2025-03-01,regular,Milwaukee Bucks,Dallas Mavericks,MIL@DAL
2024-25,2025-03-01,regular,Sacramento Kings,Houston Rockets,SAC@HOU
2024-25,2025-03-01,regular,San Antonio Spurs,Memphis Grizzlies,SAS@MEM
2024-25,2025-03-01,regular,Washington Wizards,Charlotte Hornets,WAS@CHA
2024-25,2025-03-02,regular,Chicago Bulls,Indiana Pacers,CHI@IND
2024-25,2025-03-02,regular,Denver Nuggets,Boston Celtics,DEN@BOS
2024-25,2025-03-02,regular,LA Clippers,Los Angeles Lakers,LAC@LAL
2024-25,2025-03-02,regular,Minnesota Timberwolves,Phoenix Suns,MIN@PHX
2024-25,2025-03-02,regular,New Orleans Pelicans,Utah Jazz,NOP@UTA
2024-25,2025-03-02,regular,New York Knicks,Miami Heat,NYK@MIA
2024-25,2025-03-02,regular,Oklahoma City Thunder,San Antonio Spurs,OKC@SAS
2024-25,2025-03-02,regular,Portland Trail Blazers,Cleveland Cavaliers,POR@CLE
2024-25,2025-03-02,regular,Toronto Raptors,Orlando Magic,TOR@ORL
2024-25,2025-03-03,regular,Atlanta Hawks,Memphis Grizzlies,ATL@MEM
2024-25,2025-03-03,regular,Detroit Pistons,Utah Jazz,DET@UTA
2024-25,2025-03-03,regular,Golden State Warriors,Charlotte Hornets,GSW@CHA
2024-25,2025-03-03,regular,Houston Rockets,Oklahoma City Thunder,HOU@OKC
2024-25,2025-03-03,regular,Portland Trail Blazers,Philadelphia 76ers,POR@PHI
2024-25,2025-03-03,regular,Sacramento Kings,Dallas Mavericks,SAC@DAL
2024-25,2025-03-03,regular,Washington Wizards,Miami Heat,WAS@MIA
2024-25,2025-03-04,regular,Brooklyn Nets,San Antonio Spurs,BKN@SAS
2024-25,2025-03-04,regular,Cleveland Cavaliers,Chicago Bulls,CLE@CHI
2024-25,2025-03-04,regular,Golden State Warriors,New York Knicks,GSW@NYK
2024-25,2025-03-04,regular,Houston Rockets,Indiana Pacers,HOU@IND
2024-25,2025-03-04,regular,LA Clippers,Phoenix Suns,LAC@PHX
2024-25,2025-03-04,regular,Milwaukee Bucks,Atlanta Hawks,MIL@ATL
2024-25,2025-03-04,regular,New Orleans Pelicans,Los Angeles Lakers,NOP@LAL
2024-25,2025-03-04,regular,Philadelphia 76ers,Minnesota Timberwolves,PHI@MIN
2024-25,2025-03-04,regular,Toronto Raptors,Orlando Magic,TOR@ORL
2024-25,2025-03-05,regular,Dallas Mavericks,Milwaukee Bucks,DAL@MIL
2024-25,2025-03-05,regular,Detroit Pistons,LA Clippers,DET@LAC
2024-25,2025-03-05,regular,Miami Heat,Cleveland Cavaliers,MIA@CLE
2024-25,2025-03-05,regular,Minnesota Timberwolves,Charlotte Hornets,MIN@CHA
2024-25,2025-03-05,regular,Oklahoma City Thunder,Memphis Grizzlies,OKC@MEM
2024-25,2025-03-05,regular,Portland Trail Blazers,Boston Celtics,POR@BOS
2024-25,2025-03-05,regular,Sacramento Kings,Denver Nuggets,SAC@DEN
2024-25,2025-03-05,regular,Utah Jazz,Washington Wizards,UTA@WAS
2024-25,2025-03-06,regular,Chicago Bulls,Orlando Magic,CHI@ORL
2024-25,2025-03-06,regular,Golden State Warriors,Brooklyn Nets,GSW@BKN
2024-25,2025-03-06,regular,Houston Rockets,New Orleans Pelicans,HOU@NOP
2024-25,2025-03-06,regular,Indiana Pacers,Atlanta Hawks,IND@ATL
2024-25,2025-03-06,regular,New York Knicks,Los Angeles Lakers,NYK@LAL
2024-25,2025-03-06,regular,Philadelphia 76ers,Boston Celtics,PHI@BOS
2024-25,2025-03-07,regular,Cleveland Cavaliers,Charlotte Hornets,CLE@CHA
2024-25,2025-03-07,regular,Memphis Grizzlies,Dallas Mavericks,MEM@DAL
2024-25,2025-03-07,regular,Minnesota Timberwolves,Miami Heat,MIN@MIA
2024-25,2025-03-07,regular,New York Knicks,LA Clippers,NYK@LAC
2024-25,2025-03-07,regular,Phoenix Suns,Denver Nuggets,PHX@DEN
2024-25,2025-03-07,regular,Portland Trail Blazers,Oklahoma City Thunder,POR@OKC
2024-25,2025-03-07,regular,San Antonio Spurs,Sacramento Kings,SAS@SAC
2024-25,2025-03-07,regular,Utah Jazz,Toronto Raptors,UTA@TOR
2024-25,2025-03-08,regular,Brooklyn Nets,Charlotte Hornets,BKN@CHA
2024-25,2025-03-08,regular,Chicago Bulls,Miami Heat,CHI@MIA
2024-25,2025-03-08,regular,Detroit Pistons,Golden State Warriors,DET@GSW
2024-25,2025-03-08,regular,Indiana Pacers,Atlanta Hawks,IND@ATL
2024-25,2025-03-08,regular,Los Angeles Lakers,Boston Celtics,LAL@BOS
2024-25,2025-03-08,regular,New Orleans Pelicans,Houston Rockets,NOP@HOU
2024-25,2025-03-08,regular,Orlando Magic,Milwaukee Bucks,ORL@MIL
2024-25,2025-03-08,regular,Washington Wizards,Toronto Raptors,WAS@TOR
2024-25,2025-03-09,regular,Cleveland Cavaliers,Milwaukee Bucks,CLE@MIL
2024-25,2025-03-09,regular,Denver Nuggets,Oklahoma City Thunder,DEN@OKC
2024-25,2025-03-09,regular,Detroit Pistons,Portland Trail Blazers,DET@POR
2024-25,2025-03-09,regular,Memphis Grizzlies,New Orleans Pelicans,MEM@NOP
2024-25,2025-03-09,regular,Phoenix Suns,Dallas Mavericks,PHX@DAL
2024-25,2025-03-09,regular,Sacramento Kings,LA Clippers,SAC@LAC
2024-25,2025-03-09,regular,San Antonio Spurs,Minnesota Timberwolves,SAS@MIN
2024-25,2025-03-09,regular,Utah Jazz,Philadelphia 76ers,UTA@PHI
2024-25,2025-03-10,regular,Charlotte Hornets,Miami Heat,CHA@MIA
2024-25,2025-03-10,regular,Dallas Mavericks,San Antonio Spurs,DAL@SAS
2024-25,2025-03-10,regular,Denver Nuggets,Oklahoma City Thunder,DEN@OKC
2024-25,2025-03-10,regular,Indiana Pacers,Chicago Bulls,IND@CHI
2024-25,2025-03-10,regular,Los Angeles Lakers,Brooklyn Nets,LAL@BKN
2024-25,2025-03-10,regular,New York Knicks,Sacramento Kings,NYK@SAC
2024-25,2025-03-10,regular,Orlando Magic,Houston Rockets,ORL@HOU
2024-25,2025-03-10,regular,Philadelphia 76ers,Atlanta Hawks,PHI@ATL
2024-25,2025-03-10,regular,Phoenix Suns,Memphis Grizzlies,PHX@MEM
2024-25,2025-03-10,regular,Portland Trail Blazers,Golden State Warriors,POR@GSW
2024-25,2025-03-10,regular,Utah Jazz,Boston Celtics,UTA@BOS
2024-25,2025-03-10,regular,Washington Wizards,Toronto Raptors,WAS@TOR
2024-25,2025-03-11,regular,Brooklyn Nets,Cleveland Cavaliers,BKN@CLE
2024-25,2025-03-11,regular,LA Clippers,New Orleans Pelicans,LAC@NOP
2024-25,2025-03-11,regular,Milwaukee Bucks,Indiana Pacers,MIL@IND
2024-25,2025-03-11,regular,Washington Wizards,Detroit Pistons,WAS@DET
2024-25,2025-03-12,regular,Charlotte Hornets,Atlanta Hawks,CHA@ATL
2024-25,2025-03-12,regular,Dallas Mavericks,San Antonio Spurs,DAL@SAS
2024-25,2025-03-12,regular,LA Clippers,Miami Heat,LAC@MIA
2024-25,2025-03-12,regular,Minnesota Timberwolves,Denver Nuggets,MIN@DEN
2024-25,2025-03-12,regular,New York Knicks,Portland Trail Blazers,NYK@POR
2024-25,2025-03-12,regular,Oklahoma City Thunder,Boston Celtics,OKC@BOS
2024-25,2025-03-12,regular,Philadelphia 76ers,Toronto Raptors,PHI@TOR
2024-25,2025-03-12,regular,Phoenix Suns,Houston Rockets,PHX@HOU
2024-25,2025-03-12,regular,Utah Jazz,Memphis Grizzlies,UTA@MEM
2024-25,2025-03-13,regular,Brooklyn Nets,Chicago Bulls,BKN@CHI
2024-25,2025-03-13,regular,Los Angeles Lakers,Milwaukee Bucks,LAL@MIL
2024-25,2025-03-13,regular,Orlando Magic,New Orleans Pelicans,ORL@NOP
2024-25,2025-03-13,regular,Sacramento Kings,Golden State Warriors,SAC@GSW
2024-25,2025-03-13,regular,Washington Wizards,Detroit Pistons,WAS@DET
2024-25,2025-03-14,regular,Boston Celtics,Miami Heat,BOS@MIA
2024-25,2025-03-14,regular,Charlotte Hornets,San Antonio Spurs,CHA@SAS
2024-25,2025-03-14,regular,Cleveland Cavaliers,Memphis Grizzlies,CLE@MEM
2024-25,2025-03-14,regular,Dallas Mavericks,Houston Rockets,DAL@HOU
2024-25,2025-03-14,regular,Indiana Pacers,Philadelphia 76ers,IND@PHI
2024-25,2025-03-14,regular,LA Clippers,Atlanta Hawks,LAC@ATL
2024-25,2025-03-14,regular,Los Angeles Lakers,Denver Nuggets,LAL@DEN
2024-25,2025-03-14,regular,Orlando Magic,Minnesota Timberwolves,ORL@MIN
2024-25,2025-03-14,regular,Sacramento Kings,Phoenix Suns,SAC@PHX
2024-25,2025-03-14,regular,Toronto Raptors,Utah Jazz,TOR@UTA
2024-25,2025-03-15,regular,Boston Celtics,Brooklyn Nets,BOS@BKN
2024-25,2025-03-15,regular,Chicago Bulls,Houston Rockets,CHI@HOU
2024-25,2025-03-15,regular,Indiana Pacers,Milwaukee Bucks,IND@MIL
2024-25,2025-03-15,regular,Miami Heat,Memphis Grizzlies,MIA@MEM
2024-25,2025-03-15,regular,New Orleans Pelicans,San Antonio Spurs,NOP@SAS
2024-25,2025-03-15,regular,New York Knicks,Golden State Warriors,NYK@GSW
2024-25,2025-03-15,regular,Oklahoma City Thunder,Detroit Pistons,OKC@DET
2024-25,2025-03-15,regular,Washington Wizards,Denver Nuggets,WAS@DEN
2024-25,2025-03-16,regular,Atlanta Hawks,Brooklyn Nets,ATL@BKN
2024-25,2025-03-16,regular,Charlotte Hornets,LA Clippers,CHA@LAC
2024-25,2025-03-16,regular,Oklahoma City Thunder,Milwaukee Bucks,OKC@MIL
2024-25,2025-03-16,regular,Orlando Magic,Cleveland Cavaliers,ORL@CLE
2024-25,2025-03-16,regular,Philadelphia 76ers,Dallas Mavericks,PHI@DAL
2024-25,2025-03-16,regular,Phoenix Suns,Los Angeles Lakers,PHX@LAL
2024-25,2025-03-16,regular,Toronto Raptors,Portland Trail Blazers,TOR@POR
2024-25,2025-03-16,regular,Utah Jazz,Minnesota Timberwolves,UTA@MIN
2024-25,2025-03-17,regular,Chicago Bulls,Utah Jazz,CHI@UTA
2024-25,2025-03-17,regular,Denver Nuggets,Golden State Warriors,DEN@GSW
2024-25,2025-03-17,regular,Detroit Pistons,New Orleans Pelicans,DET@NOP
2024-25,2025-03-17,regular,Indiana Pacers,Minnesota Timberwolves,IND@MIN
2024-25,2025-03-17,regular,Memphis Grizzlies,Sacramento Kings,MEM@SAC
2024-25,2025-03-17,regular,Miami Heat,New York Knicks,MIA@NYK
2024-25,2025-03-17,regular,Philadelphia 76ers,Houston Rockets,PHI@HOU
2024-25,2025-03-17,regular,San Antonio Spurs,Los Angeles Lakers,SAS@LAL
2024-25,2025-03-17,regular,Toronto Raptors,Phoenix Suns,TOR@PHX
2024-25,2025-03-17,regular,Washington Wizards,Portland Trail Blazers,WAS@POR
2024-25,2025-03-18,regular,Atlanta Hawks,Charlotte Hornets,ATL@CHA
2024-25,2025-03-18,regular,Brooklyn Nets,Boston Celtics,BKN@BOS
2024-25,2025-03-18,regular,Cleveland Cavaliers,LA Clippers,CLE@LAC
2024-25,2025-03-18,regular,Milwaukee Bucks,Golden State Warriors,MIL@GSW
2024-25,2025-03-19,regular,Chicago Bulls,Phoenix Suns,CHI@PHX
2024-25,2025-03-19,regular,Cleveland Cavaliers,Sacramento Kings,CLE@SAC
2024-25,2025-03-19,regular,Dallas Mavericks,Indiana Pacers,DAL@IND
2024-25,2025-03-19,regular,Denver Nuggets,Los Angeles Lakers,DEN@LAL
2024-25,2025-03-19,regular,Detroit Pistons,Miami Heat,DET@MIA
2024-25,2025-03-19,regular,Houston Rockets,Orlando Magic,HOU@ORL
2024-25,2025-03-19,regular,Memphis Grizzlies,Portland Trail Blazers,MEM@POR
2024-25,2025-03-19,regular,New Orleans Pelicans,Minnesota Timberwolves,NOP@MIN
2024-25,2025-03-19,regular,New York Knicks,San Antonio Spurs,NYK@SAS
2024-25,2025-03-19,regular,Philadelphia 76ers,Oklahoma City Thunder,PHI@OKC
2024-25,2025-03-19,regular,Washington Wizards,Utah Jazz,WAS@UTA
2024-25,2025-03-20,regular,Brooklyn Nets,Indiana Pacers,BKN@IND
2024-25,2025-03-20,regular,Chicago Bulls,Sacramento Kings,CHI@SAC
2024-25,2025-03-20,regular,Milwaukee Bucks,Los Angeles Lakers,MIL@LAL
2024-25,2025-03-20,regular,New York Knicks,Charlotte Hornets,NYK@CHA
2024-25,2025-03-20,regular,Toronto Raptors,Golden State Warriors,TOR@GSW
2024-25,2025-03-21,regular,Boston Celtics,Utah Jazz,BOS@UTA
2024-25,2025-03-21,regular,Charlotte Hornets,Oklahoma City Thunder,CHA@OKC
2024-25,2025-03-21,regular,Cleveland Cavaliers,Phoenix Suns,CLE@PHX
2024-25,2025-03-21,regular,Denver Nuggets,Portland Trail Blazers,DEN@POR
2024-25,2025-03-21,regular,Detroit Pistons,Dallas Mavericks,DET@DAL
2024-25,2025-03-21,regular,Houston Rockets,Miami Heat,HOU@MIA
2024-25,2025-03-21,regular,Memphis Grizzlies,LA Clippers,MEM@LAC
2024-25,2025-03-21,regular,New Orleans Pelicans,Minnesota Timberwolves,NOP@MIN
2024-25,2025-03-21,regular,Orlando Magic,Washington Wizards,ORL@WAS
2024-25,2025-03-21,regular,Philadelphia 76ers,San Antonio Spurs,PHI@SAS
2024-25,2025-03-22,regular,Brooklyn Nets,Indiana Pacers,BKN@IND
2024-25,2025-03-22,regular,Chicago Bulls,Los Angeles Lakers,CHI@LAL
2024-25,2025-03-22,regular,Golden State Warriors,Atlanta Hawks,GSW@ATL
2024-25,2025-03-22,regular,Milwaukee Bucks,Sacramento Kings,MIL@SAC
2024-25,2025-03-22,regular,Washington Wizards,New York Knicks,WAS@NYK
2024-25,2025-03-23,regular,Boston Celtics,Portland Trail Blazers,BOS@POR
2024-25,2025-03-23,regular,Charlotte Hornets,Miami Heat,CHA@MIA
2024-25,2025-03-23,regular,Cleveland Cavaliers,Utah Jazz,CLE@UTA
2024-25,2025-03-23,regular,Denver Nuggets,Houston Rockets,DEN@HOU
2024-25,2025-03-23,regular,New Orleans Pelicans,Detroit Pistons,NOP@DET
2024-25,2025-03-23,regular,Oklahoma City Thunder,LA Clippers,OKC@LAC
2024-25,2025-03-23,regular,Philadelphia 76ers,Atlanta Hawks,PHI@ATL
2024-25,2025-03-23,regular,San Antonio Spurs,Toronto Raptors,SAS@TOR
2024-25,2025-03-24,regular,Boston Celtics,Sacramento Kings,BOS@SAC
2024-25,2025-03-24,regular,Chicago Bulls,Denver Nuggets,CHI@DEN
2024-25,2025-03-24,regular,Dallas Mavericks,Brooklyn Nets,DAL@BKN
2024-25,2025-03-24,regular,Los Angeles Lakers,Orlando Magic,LAL@ORL
2024-25,2025-03-24,regular,Milwaukee Bucks,Phoenix Suns,MIL@PHX
2024-25,2025-03-24,regular,Minnesota Timberwolves,Indiana Pacers,MIN@IND
2024-25,2025-03-24,regular,Philadelphia 76ers,New Orleans Pelicans,PHI@NOP
2024-25,2025-03-24,regular,Toronto Raptors,Washington Wizards,TOR@WAS
2024-25,2025-03-25,regular,Atlanta Hawks,Houston Rockets,ATL@HOU
2024-25,2025-03-25,regular,Cleveland Cavaliers,Portland Trail Blazers,CLE@POR
2024-25,2025-03-25,regular,Dallas Mavericks,New York Knicks,DAL@NYK
2024-25,2025-03-25,regular,Golden State Warriors,Miami Heat,GSW@MIA
2024-25,2025-03-25,regular,Memphis Grizzlies,Utah Jazz,MEM@UTA
2024-25,2025-03-25,regular,Oklahoma City Thunder,Sacramento Kings,OKC@SAC
2024-25,2025-03-25,regular,Orlando Magic,Charlotte Hornets,ORL@CHA
2024-25,2025-03-25,regular,San Antonio Spurs,Detroit Pistons,SAS@DET
2024-25,2025-03-26,regular,Boston Celtics,Phoenix Suns,BOS@PHX
2024-25,2025-03-26,regular,LA Clippers,New York Knicks,LAC@NYK
2024-25,2025-03-26,regular,Los Angeles Lakers,Indiana Pacers,LAL@IND
2024-25,2025-03-26,regular,Milwaukee Bucks,Denver Nuggets,MIL@DEN
2024-25,2025-03-26,regular,Toronto Raptors,Brooklyn Nets,TOR@BKN
2024-25,2025-03-26,regular,Washington Wizards,Philadelphia 76ers,WAS@PHI
2024-25,2025-03-27,regular,Atlanta Hawks,Miami Heat,ATL@MIA
2024-25,2025-03-27,regular,Dallas Mavericks,Orlando Magic,DAL@ORL
2024-25,2025-03-27,regular,Houston Rockets,Utah Jazz,HOU@UTA
2024-25,2025-03-27,regular,Indiana Pacers,Washington Wizards,IND@WAS
2024-25,2025-03-27,regular,Los Angeles Lakers,Chicago Bulls,LAL@CHI
2024-25,2025-03-27,regular,Memphis Grizzlies,Oklahoma City Thunder,MEM@OKC
2024-25,2025-03-27,regular,Portland Trail Blazers,Sacramento Kings,POR@SAC
2024-25,2025-03-27,regular,San Antonio Spurs,Cleveland Cavaliers,SAS@CLE
2024-25,2025-03-28,regular,Charlotte Hornets,Toronto Raptors,CHA@TOR
2024-25,2025-03-28,regular,Cleveland Cavaliers,Detroit Pistons,CLE@DET
2024-25,2025-03-28,regular,Golden State Warriors,New Orleans Pelicans,GSW@NOP
2024-25,2025-03-28,regular,LA Clippers,Brooklyn Nets,LAC@BKN
2024-25,2025-03-28,regular,New York Knicks,Milwaukee Bucks,NYK@MIL
2024-25,2025-03-28,regular,Phoenix Suns,Minnesota Timberwolves,PHX@MIN
2024-25,2025-03-28,regular,Utah Jazz,Denver Nuggets,UTA@DEN
2024-25,2025-03-29,regular,Brooklyn Nets,Washington Wizards,BKN@WAS
2024-25,2025-03-29,regular,Boston Celtics,San Antonio Spurs,BOS@SAS
2024-25,2025-03-29,regular,Dallas Mavericks,Chicago Bulls,DAL@CHI
